host_response_time,host_response_time_skala,host_identity_verified,host_is_superhost,host_total_listings_count,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy
within a day,3,0,0,1,Mitte,Apartment,Entire home/apt,3,1,1,3,Real Bed,100,0,25,2,2,16,13,37,58,147,28,94,0,strict_14_with_grace_period
,,1,0,1,Steglitz - Zehlendorf,Apartment,Entire home/apt,5,1,3,4,Real Bed,85,0,0,1,5,21,0,0,0,0,2,100,0,moderate
,,0,0,3,Pankow,Apartment,Entire home/apt,2,1,0,1,Real Bed,80,0,40,2,3,300,0,0,0,0,5,95,1,flexible
within an hour,1,0,1,1,Charlottenburg-Wilm.,Apartment,Entire home/apt,2,1,1,1,Real Bed,58,0,30,1,1,30,3,7,13,138,118,97,1,strict_14_with_grace_period
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,80,500,20,1,3,1125,23,53,83,83,3,93,0,flexible
within a day,3,0,0,1,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,35,0,20,1,2,100,0,0,0,0,20,100,0,strict_14_with_grace_period
,,0,0,1,Neukoelln,Apartment,Entire home/apt,3,1,1,1,Real Bed,99,200,30,2,4,1125,0,0,0,0,10,96,0,strict_14_with_grace_period
,,1,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,75,200,25,1,2,1124,0,0,0,0,17,97,1,strict_14_with_grace_period
within an hour,1,0,0,2,Neukoelln,Apartment,Private room,1,1,1,1,Real Bed,30,100,0,1,1,30,0,0,0,0,8,95,1,flexible
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,84,0,20,2,6,1125,0,0,0,0,7,100,1,strict_14_with_grace_period
within an hour,1,0,1,3,Mitte,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,160,400,70,1,3,90,0,0,0,0,59,92,1,moderate
within an hour,1,0,0,7,Mitte,Apartment,Entire home/apt,10,2,3,8,Real Bed,240,200,50,6,2,1123,8,19,26,184,85,84,1,moderate
a few days or more,4,0,0,1,Mitte,Apartment,Private room,1,1,1,1,Real Bed,45,0,0,1,1,5,27,57,87,362,4,85,0,flexible
within an hour,1,1,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1.5,1,1,Real Bed,50,150,20,1,2,14,10,30,59,59,95,95,1,moderate
within an hour,1,0,1,1,Pankow,Apartment,Entire home/apt,5,1,2,5,Real Bed,69,151,40,2,1,1125,7,24,37,291,80,97,1,moderate
within an hour,1,0,1,1,Mitte,Apartment,Entire home/apt,2,1,1,1,Real Bed,55,0,0,1,3,1125,3,14,19,197,42,94,1,strict_14_with_grace_period
within an hour,1,0,0,7,Mitte,Apartment,Entire home/apt,6,1,2,6,Real Bed,155,200,50,4,2,1123,12,29,43,194,63,82,1,moderate
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,1,1,1,1,Real Bed,25,0,0,1,3,1125,0,0,0,0,15,89,0,flexible
within a day,3,1,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,1,2,Real Bed,85,200,35,1,3,30,15,45,75,75,6,90,0,strict_14_with_grace_period
within a day,3,0,0,5,Charlottenburg-Wilm.,Apartment,Private room,2,2,1,1,Real Bed,165,0,20,1,1,10,0,12,42,317,6,97,0,flexible
within an hour,1,0,0,1,Charlottenburg-Wilm.,Apartment,Entire home/apt,2,1,1,1,Real Bed,65,0,25,2,5,31,0,1,2,52,33,98,0,flexible
within an hour,1,0,0,1,Charlottenburg-Wilm.,Apartment,Entire home/apt,2,1,1,1,Real Bed,61,0,25,1,1,30,0,0,0,0,36,88,1,moderate
,,1,0,2,Lichtenberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,40,0,0,1,1,14,0,0,0,0,22,100,0,strict_14_with_grace_period
within an hour,1,1,1,2,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,26,0,0,1,2,10,3,10,10,10,73,97,0,moderate
within an hour,1,0,0,2,Steglitz - Zehlendorf,Apartment,Private room,2,1,1,1,Real Bed,30,100,0,1,4,20,6,6,6,6,10,98,1,moderate
within a day,3,1,1,1,Tempelhof - Schoenenberg,Apartment,Private room,2,1,1,1,Real Bed,40,0,0,1,3,6,7,15,25,91,54,98,0,flexible
,,0,0,1,Mitte,Apartment,Private room,2,1,1,1,Real Bed,30,0,10,1,3,6,0,0,0,0,16,99,0,moderate
within a day,3,0,0,1,Pankow,Apartment,Entire home/apt,1,1,1,1,Real Bed,85,0,35,1,6,1125,1,17,47,47,5,100,0,flexible
,,1,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,75,100,25,1,2,1125,0,0,0,0,8,100,0,moderate
within an hour,1,0,0,7,Mitte,Apartment,Entire home/apt,10,2,3,8,Real Bed,240,200,50,6,2,1123,16,27,41,180,77,84,1,moderate
within an hour,1,0,0,7,Mitte,Apartment,Entire home/apt,6,1,2,6,Real Bed,155,200,50,4,2,1123,11,27,49,204,49,82,1,moderate
a few days or more,4,1,0,1,Pankow,Apartment,Private room,1,1,1,1,Real Bed,29,250,19,1,4,1125,0,0,0,0,1,80,0,moderate
,,1,0,1,Pankow,Apartment,Entire home/apt,4,1,1,2,Real Bed,50,100,30,2,2,1125,0,0,0,0,5,92,0,moderate
within an hour,1,0,0,7,Mitte,Apartment,Entire home/apt,10,2,3,8,Real Bed,240,200,50,6,2,1123,9,26,33,253,60,85,1,moderate
within an hour,1,0,1,1,Treptow - Koepenick,Apartment,Entire home/apt,7,2,3,4,Real Bed,100,0,60,5,2,1125,5,8,13,224,66,97,1,strict_14_with_grace_period
within a day,3,1,0,1,Treptow - Koepenick,Apartment,Entire home/apt,6,2,3,4,Real Bed,130,0,80,2,5,1125,0,0,13,171,7,100,0,strict_14_with_grace_period
within an hour,1,0,0,7,Mitte,Apartment,Entire home/apt,6,1,2,6,Real Bed,155,200,50,4,2,1123,9,22,52,222,67,80,1,moderate
within an hour,1,1,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,55,100,20,1,5,60,27,57,87,87,1,100,0,strict_14_with_grace_period
within a day,3,0,0,1,Lichtenberg,Apartment,Entire home/apt,2,1,1,2,Real Bed,45,0,0,2,1,10,0,0,4,4,3,93,0,moderate
within a day,3,1,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,0,20,1,5,1125,0,0,0,0,8,100,0,strict_14_with_grace_period
within a day,3,0,0,5,Charlottenburg-Wilm.,Apartment,Private room,6,2,1,3,Real Bed,55,0,10,1,1,10,0,12,42,42,2,100,0,flexible
within a day,3,0,0,5,Charlottenburg-Wilm.,Apartment,Private room,4,1,1,1,Real Bed,40,0,10,1,1,10,0,12,39,126,1,100,0,flexible
within an hour,1,0,0,2,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,3,1,2,2,Real Bed,48,1150,0,2,61,1095,0,12,14,223,4,100,1,strict_14_with_grace_period
,,0,0,1,Mitte,Apartment,Private room,2,1,0,1,Real Bed,45,0,0,1,4,1125,0,0,0,0,10,95,0,flexible
,,1,1,4,Neukoelln,Apartment,Entire home/apt,4,1,2,2,Real Bed,60,0,10,2,10,12,0,0,0,0,11,100,1,moderate
within a day,3,0,0,7,Mitte,Apartment,Entire home/apt,6,1,2,4,Real Bed,139,0,25,4,3,30,11,20,26,89,58,96,0,moderate
,,1,0,1,Charlottenburg-Wilm.,Apartment,Private room,2,1,1,1,Real Bed,40,0,0,1,2,10,0,0,0,0,62,90,1,strict_14_with_grace_period
a few days or more,4,1,0,2,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,34,0,10,1,6,30,7,7,7,62,24,97,0,moderate
within a day,3,1,0,1,Pankow,Apartment,Entire home/apt,2,1,1,1,Real Bed,49,300,20,1,3,90,4,16,46,53,13,95,0,moderate
within an hour,1,1,0,18,Mitte,Apartment,Entire home/apt,4,1,1,2,Real Bed,85,100,65,1,2,1125,7,14,20,281,64,79,1,moderate
,,0,0,1,Treptow - Koepenick,Apartment,Private room,2,1,1,1,Real Bed,50,0,15,2,2,30,0,0,0,0,0,,1,flexible
,,1,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,1,2,1,1,Real Bed,25,200,0,1,5,20,0,0,0,0,0,,0,moderate
,,1,0,2,Tempelhof - Schoenenberg,Apartment,Private room,2,1,1,1,Real Bed,50,0,0,1,1,5,0,0,0,0,6,97,1,moderate
within an hour,1,1,0,13,Neukoelln,Apartment,Entire home/apt,3,1,0,2,Real Bed,55,100,35,2,2,1125,3,4,5,249,83,88,1,strict_14_with_grace_period
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,3,1,0,1,Real Bed,45,0,0,1,2,5,0,0,0,0,17,98,0,moderate
within an hour,1,1,1,9,Mitte,Apartment,Entire home/apt,2,1,0,1,Real Bed,69,200,30,1,3,7,0,0,0,94,133,95,1,strict_14_with_grace_period
within an hour,1,0,1,12,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,4,1,1,4,Real Bed,98,150,35,2,2,75,7,14,28,284,89,96,1,moderate
within an hour,1,0,1,12,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,4,1,2,4,Real Bed,98,150,35,2,2,75,8,16,18,263,74,94,1,moderate
,,1,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,3,1,1,1,Real Bed,80,0,20,1,3,1125,0,0,0,0,10,96,0,strict_14_with_grace_period
,,1,0,1,Lichtenberg,Apartment,Entire home/apt,1,1,1,1,Real Bed,50,500,0,1,20,30,0,0,0,0,0,,0,strict_14_with_grace_period
within a few hours,2,0,0,1,Pankow,Apartment,Entire home/apt,2,1,1,1,Real Bed,95,0,0,1,3,30,6,10,12,27,8,98,0,flexible
,,0,0,3,Pankow,Apartment,Entire home/apt,2,1,0,1,Real Bed,93,0,40,2,2,60,0,0,0,0,8,88,1,flexible
within a day,3,0,0,1,Mitte,Apartment,Entire home/apt,6,1,3,4,Real Bed,66,0,40,2,3,14,0,1,3,136,15,99,0,strict_14_with_grace_period
within a day,3,1,0,1,Mitte,Apartment,Private room,2,1,1,1,Real Bed,24,0,0,1,4,7,0,0,11,11,24,99,0,flexible
within an hour,1,0,1,1,Treptow - Koepenick,Apartment,Private room,3,1,1,1,Real Bed,32,0,16,2,2,30,0,0,8,8,57,98,0,strict_14_with_grace_period
within a few hours,2,1,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,0,1,Real Bed,20,0,20,1,2,15,0,0,0,0,3,100,1,flexible
within a few hours,2,0,0,1,Charlottenburg-Wilm.,Apartment,Private room,3,1,0,2,Real Bed,30,0,15,1,5,12,0,0,0,102,14,100,0,strict_14_with_grace_period
within an hour,1,0,0,2,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,26,0,20,1,1,1125,0,0,0,0,3,73,0,strict_14_with_grace_period
within an hour,1,0,0,9,Mitte,Apartment,Entire home/apt,11,2,4,7,Real Bed,214,200,50,6,2,1123,7,14,19,173,55,84,1,moderate
,,0,0,1,Mitte,Apartment,Private room,1,1,1,1,Real Bed,30,350,30,1,1,35,0,0,0,0,0,,0,strict_14_with_grace_period
within an hour,1,0,0,9,Mitte,Apartment,Entire home/apt,11,2,4,7,Real Bed,214,200,50,6,2,1123,14,34,47,198,52,82,1,moderate
within a few hours,2,0,0,3,Pankow,Apartment,Entire home/apt,5,1,1,3,Real Bed,79,0,50,2,5,1125,14,38,58,333,9,89,0,strict_14_with_grace_period
within an hour,1,0,0,9,Mitte,Apartment,Entire home/apt,11,2,4,7,Real Bed,214,200,50,6,2,1123,11,20,36,188,42,85,1,moderate
,,0,0,1,Charlottenburg-Wilm.,Apartment,Private room,2,2,1,1,Real Bed,35,0,10,1,3,1125,0,0,0,0,23,96,1,moderate
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,70,0,0,1,3,1125,0,0,0,0,0,,0,flexible
,,1,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,25,0,15,1,5,1125,0,0,0,0,4,100,0,strict_14_with_grace_period
within an hour,1,0,0,9,Mitte,Apartment,Entire home/apt,7,1.5,2,4,Real Bed,150,200,50,4,2,1123,12,25,44,197,48,80,1,moderate
within an hour,1,1,0,1,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,23,0,19,1,4,31,0,1,16,16,55,99,0,moderate
within an hour,1,1,1,4,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,67,0,0,1,3,1125,11,28,38,38,42,97,0,moderate
,,1,0,2,Treptow - Koepenick,Apartment,Shared room,2,0.5,1,1,Real Bed,18,100,10,1,1,1125,0,0,0,0,0,,0,flexible
within an hour,1,1,0,2,Charlottenburg-Wilm.,Apartment,Entire home/apt,4,1,2,2,Real Bed,139,0,45,1,2,1125,0,0,0,0,3,100,0,strict_14_with_grace_period
within a day,3,0,0,1,Pankow,Apartment,Private room,3,1,1,1,Pull-out Sofa,35,0,0,1,2,20,1,25,44,73,59,98,0,strict_14_with_grace_period
within an hour,1,1,1,2,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,29,100,14,1,2,1125,7,22,37,37,45,96,0,strict_14_with_grace_period
,,1,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,3,1,1,2,Real Bed,60,0,0,2,4,14,4,9,9,9,49,90,0,strict_14_with_grace_period
within an hour,1,1,1,2,Friedrichshain-Kreuzberg,Apartment,Private room,2,1.5,1,1,Real Bed,55,100,15,1,3,1125,16,46,76,86,7,100,0,strict_14_with_grace_period
,,1,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,90,200,10,1,3,1125,0,0,0,0,1,100,0,flexible
within an hour,1,1,0,1,Pankow,Apartment,Entire home/apt,2,1,1,2,Real Bed,39,100,40,1,3,10,0,0,0,0,16,91,0,moderate
within an hour,1,1,1,1,Tempelhof - Schoenenberg,Apartment,Entire home/apt,4,1,2,2,Real Bed,75,250,60,2,5,58,6,16,23,26,23,98,0,moderate
within an hour,1,0,0,9,Mitte,Apartment,Entire home/apt,4,1,1,2,Real Bed,89,200,35,2,2,1123,8,26,39,198,41,81,1,moderate
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,29,0,20,1,4,1125,0,0,0,0,1,100,0,moderate
,,1,0,1,Tempelhof - Schoenenberg,Apartment,Entire home/apt,2,1,0,1,Real Bed,37,0,50,1,30,30,0,0,0,0,4,90,1,flexible
within an hour,1,1,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,1,1,1,1,Real Bed,37,0,0,1,3,14,3,3,3,3,30,92,1,flexible
,,0,0,1,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,30,0,0,1,4,12,0,0,0,0,0,,1,moderate
,,1,0,1,Mitte,Apartment,Entire home/apt,4,1,2,2,Real Bed,35,100,0,2,7,1125,0,0,0,0,4,95,1,strict_14_with_grace_period
within an hour,1,0,0,1,Mitte,Apartment,Private room,2,1,1,1,Real Bed,23,0,0,1,6,13,0,0,0,0,8,98,1,flexible
within an hour,1,0,0,1,Lichtenberg,Apartment,Private room,2,1,1,1,Real Bed,28,0,10,2,1,30,0,0,0,0,61,96,0,moderate
,,0,0,1,Treptow - Koepenick,Apartment,Private room,1,1,1,1,Real Bed,25,0,0,1,2,30,0,0,0,0,3,100,0,flexible
,,1,0,1,Pankow,Apartment,Entire home/apt,3,1,1,1,Real Bed,48,200,0,1,2,6,0,0,0,0,22,100,0,flexible
within a few hours,2,0,0,1,Pankow,Apartment,Entire home/apt,2,1,1,1,Real Bed,60,100,25,1,2,1125,0,0,0,0,18,100,0,moderate
within an hour,1,0,1,1,Friedrichshain-Kreuzberg,Apartment,Private room,1,1,1,1,Real Bed,28,0,4,1,1,5,0,7,8,84,211,96,1,moderate
within a day,3,1,0,1,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,35,0,4,1,1,1125,3,13,13,150,25,95,0,flexible
,,0,0,1,Lichtenberg,Apartment,Private room,2,1,1,1,Real Bed,20,0,0,1,2,1125,0,0,0,0,1,100,0,flexible
within an hour,1,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,39,100,35,1,10,1125,1,1,1,1,23,99,1,strict_14_with_grace_period
within an hour,1,1,0,1,Mitte,Apartment,Private room,1,1,1,1,Real Bed,21,0,5,1,1,365,5,14,25,256,183,87,1,moderate
,,1,0,2,Mitte,Apartment,Private room,1,1,1,1,Futon,40,0,0,1,5,20,0,0,0,0,6,87,1,flexible
,,0,0,1,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,40,0,20,1,3,1125,0,0,0,0,0,,0,flexible
within a day,3,0,1,1,Neukoelln,Apartment,Entire home/apt,6,1,1,1,Pull-out Sofa,90,0,0,2,2,1125,0,0,0,0,22,99,0,strict_14_with_grace_period
,,1,0,1,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,35,0,10,1,1,1125,0,0,0,0,20,96,1,strict_14_with_grace_period
,,1,0,1,Mitte,Apartment,Entire home/apt,3,1,1,2,Real Bed,35,0,0,2,5,7,0,0,0,0,2,,0,flexible
,,0,0,2,Neukoelln,House,Private room,1,1,1,1,Real Bed,17,400,25,1,27,1125,0,0,0,0,2,100,1,strict_14_with_grace_period
a few days or more,4,0,0,1,Tempelhof - Schoenenberg,Apartment,Private room,2,1,1,1,Real Bed,50,0,0,1,2,10,0,12,42,317,9,95,0,strict_14_with_grace_period
,,0,0,1,Mitte,Apartment,Entire home/apt,4,1,1,1,Real Bed,25,0,20,1,2,10,0,0,0,0,6,96,0,moderate
,,0,0,2,Pankow,Apartment,Entire home/apt,4,1,2,2,Real Bed,30,1500,25,2,10,1124,0,0,0,0,12,100,1,moderate
,,0,0,1,Tempelhof - Schoenenberg,Apartment,Private room,2,1,1,1,Real Bed,30,200,0,1,7,1125,0,0,0,0,2,100,1,flexible
within an hour,1,1,1,1,Charlottenburg-Wilm.,Apartment,Entire home/apt,5,1,3,5,Real Bed,150,400,50,3,3,100,18,48,72,310,20,99,0,strict_14_with_grace_period
within an hour,1,0,0,1,Mitte,Apartment,Entire home/apt,2,1,1,1,Real Bed,68,0,20,1,1,30,5,25,39,39,121,93,0,moderate
,,1,0,1,Steglitz - Zehlendorf,Apartment,Entire home/apt,4,1,2,2,Real Bed,39,0,25,1,2,20,0,0,0,0,3,80,1,moderate
,,0,0,2,Charlottenburg-Wilm.,Apartment,Entire home/apt,2,1,0,1,Real Bed,28,0,0,1,21,25,0,0,0,0,0,,0,flexible
,,0,0,3,Mitte,Apartment,Private room,2,1.5,1,1,Real Bed,34,150,0,1,3,31,0,0,0,0,28,99,1,flexible
within an hour,1,0,0,2,Marzahn - Hellersdorf,Apartment,Private room,2,1,1,1,Real Bed,27,0,0,1,2,1125,0,0,0,21,35,98,0,flexible
within a few hours,2,1,0,2,Pankow,Apartment,Private room,1,1,1,1,Real Bed,77,0,44,1,5,88,23,24,31,116,8,100,1,flexible
,,1,0,1,Neukoelln,Apartment,Private room,2,1,1,2,Real Bed,40,0,0,1,1,3,0,0,0,0,2,100,1,flexible
,,1,0,1,Mitte,Apartment,Entire home/apt,3,1,1,1,Real Bed,30,0,0,1,24,27,0,0,0,0,0,,0,moderate
within a day,3,1,0,1,Tempelhof - Schoenenberg,Apartment,Entire home/apt,4,1,1,2,Real Bed,65,0,0,1,5,14,0,0,0,0,8,98,1,moderate
,,1,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,20,0,0,1,2,40,0,0,0,0,11,96,0,flexible
within an hour,1,1,0,2,Treptow - Koepenick,Apartment,Entire home/apt,6,2,2,5,Real Bed,72,0,20,4,5,1125,6,25,36,287,16,90,0,moderate
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,1,1,1,1,Real Bed,34,0,10,1,6,1125,0,0,0,0,10,96,0,moderate
within a few hours,2,0,0,20,Mitte,Apartment,Entire home/apt,2,1,0,2,Real Bed,33,0,55,1,1000,1000,0,0,0,68,6,87,0,strict_14_with_grace_period
,,0,0,1,Mitte,Apartment,Entire home/apt,2,1,1,1,Real Bed,45,0,0,1,3,1125,0,0,0,0,2,80,0,strict_14_with_grace_period
within an hour,1,0,0,1,Pankow,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,300,50,1,4,20,0,0,0,230,10,100,0,strict_14_with_grace_period
within an hour,1,1,1,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,47,0,0,1,1,14,1,6,12,76,107,97,1,moderate
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,4,1,1,2,Real Bed,100,0,20,1,15,18,0,0,0,0,2,100,0,flexible
,,1,0,1,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,27,0,10,1,2,45,0,0,0,0,3,87,1,flexible
within an hour,1,1,1,4,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,5,1,1,2,Real Bed,55,0,0,2,2,1125,0,0,0,0,2,100,0,moderate
,,1,0,1,Tempelhof - Schoenenberg,Apartment,Private room,4,1,2,2,Real Bed,60,0,10,4,2,30,0,0,0,0,7,94,0,moderate
within a day,3,0,1,1,Mitte,Apartment,Private room,2,1,1,1,Real Bed,58,0,9,1,1,1125,0,1,31,301,16,99,0,flexible
,,1,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,25,0,0,1,2,1125,0,0,0,0,0,,0,flexible
within a day,3,1,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,65,150,25,1,2,1125,0,0,3,148,8,100,0,flexible
,,1,0,1,Mitte,Apartment,Entire home/apt,5,1,2,3,Real Bed,150,0,50,1,2,4,0,0,0,0,5,95,0,moderate
,,0,0,1,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,40,0,0,1,6,90,0,0,0,0,25,97,0,moderate
within an hour,1,1,0,1,Pankow,Apartment,Private room,3,1.5,1,2,Real Bed,50,0,0,2,1,10,1,1,1,134,13,95,1,flexible
,,0,0,1,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,22,200,5,1,2,1125,0,0,0,0,4,100,1,moderate
,,1,0,1,Mitte,Apartment,Private room,2,1,1,1,Real Bed,20,0,0,1,2,21,0,0,0,0,2,80,1,moderate
,,1,0,4,Friedrichshain-Kreuzberg,Apartment,Private room,1,2,1,1,Real Bed,19,0,0,1,4,1125,0,0,0,0,6,93,1,strict_14_with_grace_period
,,0,0,1,Pankow,Apartment,Entire home/apt,2,1,1,1,Real Bed,65,0,30,2,3,30,0,0,0,0,3,87,0,moderate
within a few hours,2,0,1,2,Steglitz - Zehlendorf,Apartment,Private room,2,1,1,1,Real Bed,60,0,10,1,3,1125,29,51,81,171,4,95,0,flexible
,,0,0,1,Mitte,Apartment,Private room,2,1,1,1,Real Bed,25,0,0,1,4,8,0,0,0,0,0,,1,moderate
within a day,3,0,1,2,Tempelhof - Schoenenberg,Apartment,Private room,2,1,1,1,Real Bed,62,300,0,1,3,1125,0,12,42,42,12,95,0,flexible
within a day,3,0,1,2,Tempelhof - Schoenenberg,Apartment,Private room,1,1,1,1,Real Bed,48,300,0,1,3,1125,0,13,43,43,13,100,0,flexible
within an hour,1,0,1,3,Mitte,Apartment,Entire home/apt,4,1,0,4,Real Bed,140,100,50,1,1,31,11,20,42,212,169,98,1,strict_14_with_grace_period
,,1,0,1,Neukoelln,Apartment,Entire home/apt,4,1,2,2,Real Bed,129,0,0,1,2,30,0,0,0,0,8,95,0,strict_14_with_grace_period
within a day,3,0,0,7,Mitte,Apartment,Entire home/apt,3,1,1,3,Real Bed,99,0,20,1,3,30,8,35,61,141,28,96,0,moderate
within an hour,1,0,0,3,Charlottenburg-Wilm.,Apartment,Entire home/apt,4,2,2,2,Real Bed,93,300,39,3,180,1125,0,13,43,318,8,100,0,strict_14_with_grace_period
,,0,0,1,Lichtenberg,Apartment,Private room,2,1,1,1,Real Bed,27,0,8,1,2,7,0,0,0,0,5,96,1,moderate
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,17,0,0,1,2,3,0,0,0,0,0,,0,moderate
within a day,3,1,0,1,Neukoelln,Apartment,Entire home/apt,3,1,1,1,Real Bed,45,0,10,2,2,14,1,1,3,3,13,98,0,moderate
,,0,0,2,Reinickendorf,Apartment,Private room,2,1,1,1,Real Bed,39,0,10,1,2,7,0,0,0,0,3,100,1,flexible
within an hour,1,0,0,2,Charlottenburg-Wilm.,Apartment,Entire home/apt,2,1,0,1,Real Bed,91,200,49,2,1,1125,3,13,16,277,60,94,0,moderate
within a few hours,2,0,0,1,Mitte,Apartment,Private room,2,1.5,1,1,Real Bed,55,0,0,1,3,1125,0,22,52,52,22,96,0,flexible
,,0,0,1,Charlottenburg-Wilm.,Apartment,Private room,1,1,1,1,Real Bed,30,0,0,1,1,20,0,0,0,0,25,93,1,flexible
within a day,3,0,0,1,Tempelhof - Schoenenberg,Apartment,Entire home/apt,4,2,2,4,Real Bed,80,0,0,1,5,13,0,5,5,5,9,100,1,moderate
,,0,0,1,Mitte,Apartment,Entire home/apt,2,1,0,1,Real Bed,50,0,0,1,3,19,0,0,0,0,2,100,1,flexible
within an hour,1,1,0,1,Pankow,Apartment,Entire home/apt,2,2,1,1,Real Bed,150,0,50,2,3,1125,0,6,6,6,15,97,0,moderate
,,1,0,1,Mitte,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,0,0,1,1,1125,0,0,0,0,9,100,0,flexible
,,0,0,1,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,200,0,0,1,3,1125,29,59,89,89,1,100,0,flexible
within a day,3,1,0,1,Neukoelln,Apartment,Private room,2,1.5,1,1,Real Bed,40,0,0,1,6,1125,0,0,0,0,7,97,0,strict_14_with_grace_period
within an hour,1,1,0,4,Charlottenburg-Wilm.,Apartment,Private room,2,1,1,1,Real Bed,33,89,15,1,1,1125,0,8,31,31,32,92,1,moderate
,,1,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,55,0,0,1,3,1125,0,0,0,0,1,60,0,moderate
within an hour,1,1,0,1,Lichtenberg,Apartment,Private room,3,1,2,2,Real Bed,50,0,30,1,2,1125,6,36,66,341,12,97,0,strict_14_with_grace_period
a few days or more,4,0,0,2,Mitte,Apartment,Private room,2,1,2,1,Real Bed,25,0,0,1,1,1125,16,46,76,350,31,94,0,strict_14_with_grace_period
within an hour,1,1,0,18,Charlottenburg-Wilm.,Apartment,Entire home/apt,6,1,3,1,Real Bed,75,500,180,1,90,360,28,58,88,363,0,,0,strict_14_with_grace_period
within an hour,1,1,0,1,Charlottenburg-Wilm.,Apartment,Private room,6,1,1,3,Real Bed,30,0,20,1,2,32,19,43,62,62,79,88,0,moderate
,,0,0,3,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,69,0,0,1,1,1125,0,0,0,0,1,80,0,moderate
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,2,Real Bed,25,0,0,1,4,1125,0,0,0,0,3,93,0,flexible
within a few hours,2,1,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,45,0,5,1,2,21,9,31,60,335,85,93,1,strict_14_with_grace_period
